path,HIG,EXO,TOP,SUS,SMP,EXO,BPH,B2G,HIN,TRK,JME,MUO,EGM,TAU,BTV,PF,AlCa,DPG,TSG,Owners,online,validation,Rate,Pure Rate,PS,stream,dataset,L1 seed
HLT_AK8PFJetFwd15_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJetFwd140_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0.81,0.81,2,PhysicsHadronsTaus,JetHT,L1_SingleJet90_FWD3p0
HLT_AK8PFJet80_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,2.85,0.81,2,PhysicsHadronsTaus,JetHT,L1_SingleJet60
HLT_AK8PFJet60_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,5.7,3.67,2,PhysicsHadronsTaus,JetHT,L1_SingleJet35
HLT_AK8PFJet550_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,7.33,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet500_v,todo,,todo,,todo,,,todo,,,,,,,,,,,,4,yes,,13.44,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet450_v,,,,,todo,,,todo,,,,,,,,,,,,2,yes,,4.07,0,8,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet450_SoftDropMass40_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,8.55,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet425_SoftDropMass40_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,12.63,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet420_TrimMass30_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,21.18,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180
HLT_AK8PFJet400_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,4.07,0,16,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet400_TrimMass30_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,25.66,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180
HLT_AK8PFJet400_SoftDropMass40_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,18.33,0.41,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet40_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0.81,0.81,250,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJet380_TrimMass30_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_SingleJet180
HLT_AK8PFJet360_TrimMass30_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_SingleJet180
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p17_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet330_TrimMass30_PFAK8BTagDeepCSV_p1_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_p02_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,13.04,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np4_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,43.59,0.81,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet330_TrimMass30_PFAK8BoostedDoubleB_np2_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,42.77,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet320_v,,,,,todo,,,todo,,,,,,,,,,,,2,yes,,3.67,0.41,48,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,1.22,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetBB0p35_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,12.22,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet260_v,,,,,todo,,,todo,,,,,,,,,,,,2,yes,,2.44,0.81,128,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,1.63,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetBB0p35_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,17.11,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet25_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJet230_SoftDropMass40_v,,,,,,,,todo,,,,,,,,,,,,1,yes,,1.63,0.41,100,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetTauTau0p30_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,2.44,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35_v,done,,,,,,,todo,,,,,,,,,,,,2,yes,,26.48,6.11,1,PhysicsHadronsTaus,JetHT,L1_SingleJet180er2p5 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_Mu6_HTT240er
HLT_AK8PFJet200_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,4.48,1.22,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120
HLT_AK8PFJet15_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_AK8PFJet140_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,6.93,2.44,1,PhysicsHadronsTaus,JetHT,L1_SingleJet90
HLT_AK8PFHT900_TrimMass50_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,9.37,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_AK8PFHT850_TrimMass50_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,11,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_AK8PFHT800_TrimMass50_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,15.07,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_AK8PFHT750_TrimMass50_v,todo,,,,,,,todo,,,,,,,,,,,,2,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
DST_ZeroBias_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1,NanoDST,L1Accept,L1_ZeroBias
DST_Physics_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,10,NanoDST,L1Accept,(none)
HLT_TripleJet110_35_35_Mjj650_PFMET130_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET120_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET110_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,0.41,0,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_PFMETTypeOne200_BeamHaloCleaned_v,,,,,,,,,,,done,,,,,,,,,1,yes,,30.55,2.04,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne140_PFMHT140_IDTight_v,,,todo,todo,,,,todo,,,done,,,,,,,,,4,yes,,39.11,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne130_PFMHT130_IDTight_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_v,,,,todo,,,,,,,done,,,,,,,,,2,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v,,,,todo,,,,,,,done,,,,,,,,,2,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne110_PFMHT110_IDTight_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne100_PFMHT100_IDTight_PFHT60_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v,,,,todo,,,,todo,,,done,,,,,,,,,3,yes,,32.18,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v,,,,todo,,,,todo,,,done,,,,,,,,,3,yes,,35.85,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v,todo,,todo,todo,todo,,,todo,,,done,,,,,,,,,6,yes,,52.96,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v,todo,,todo,todo,,,,,,,done,,,,,,,,,4,yes,,38.7,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v,,,,,todo,,,todo,,,done,,,,,,,,,3,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_PFHT60_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMET300_NotCleaned_v,todo,,,,,,,,,,done,,,,,,,,,2,yes,,6.11,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET250_NotCleaned_v,todo,,,,,,,,,,done,,,,,,,,,2,yes,,9.78,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_NotCleaned_v,,,,,,,,todo,,,done,,,,,,,,,2,yes,,1.63,0,16,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_BeamHaloCleaned_v,todo,,todo,,,,,todo,,,done,,,,,,,,,4,yes,,23.63,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v,,,,todo,,,,,,,done,,,,,,,,,2,yes,,29.33,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v,,,,,,,,,,,,,,,,,,,,0,yes,,5.3,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v,,,,todo,,,,todo,,,done,,,,,,,,,3,yes,,33.4,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v,,,,,,,,,,,,,,,,,,,,0,yes,,6.52,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_v,todo,,todo,todo,,,,todo,,,done,,,,,,,,,5,yes,,49.7,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v,todo,,todo,todo,,,,,,,done,,,,,,,,,4,yes,,35.44,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v,,,,,,,,,,,,,,,,,,,,0,yes,,7.74,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v,,,,,,,,,,,,,,,,,,,,0,yes,,10.18,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFJet100_v,,,,,,todo,,,,,,,,,,,,,,1,yes,,92.88,0.41,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er
HLT_PFMET110_PFJet100_looseRecoiling_v,,,,,,todo,,,,,,,,,,,,,,1,yes,,92.47,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er
HLT_PFMET105_PFJet100_looseRecoiling_v,,,,,,todo,,,,,,,,,,,,,,1,yes,,110.8,16.29,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er
HLT_PFMET105_IsoTrk50_v,,,,,,todo,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_PFMET100_PFMHT100_IDTight_PFHT60_v,,,,,,,,,,,done,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,20.37,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,21.59,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,30.55,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MET120_IsoTrk50_v,,,,,,todo,,,,,,,,,,,,,,1,yes,,0.81,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_MET105_IsoTrk50_v,,todo,,,,todo,,,,,,,,,,,,,,2,yes,,0.81,0,1,PhysicsHadronsTaus,MET,L1_ETMHF90_SingleJet60er2p5_dPhi_Min2p1 OR L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_L1ETMHadSeeds_v,,,,,,,,,,,done,,,,,,,,,1,yes,,2.04,1.22,1024,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_DiJet110_35_Mjj650_PFMET130_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,17.92,0,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET120_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,24.03,0,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET110_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,29.74,2.44,1,PhysicsHadronsTaus,MET,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_CaloMHT90_v,,,,,,,,,,,to-do,,,,,,,,,1,yes,,7.33,2.44,128,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET90_NotCleaned_v,,,,,,,,,,,done,,,,,,,,,1,yes,,3.67,0,128,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_NotCleaned_v,,,,,,,,,,,,,,,,,,,,0,yes,,5.7,0.41,128,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET350_NotCleaned_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,3.67,0,1,PhysicsHadronsTaus,MET,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF120 OR L1_ETMHF150
